"clave","entidad_federativa","clave_delito","delito","2022","2021","2020","2019"
7,"Chiapas",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,12
7,"Chiapas",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,0,0,8
7,"Chiapas",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",0,0,0,0
7,"Chiapas",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",53,70,50,27
7,"Chiapas",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,0,NA
7,"Chiapas",90600,"Delitos en materia de vías de comunicación y correspondencia",628,724,605,573
7,"Chiapas",90701,"Delitos en materia de migración - Tráfico de indocumentados",2,2,3,7
7,"Chiapas",90702,"Delitos en materia de migración - Otros delitos en materia de migración",0,0,0,0
7,"Chiapas",90703,"Delitos en materia de migración - No identificado",0,0,0,NA
7,"Chiapas",90800,"Delitos en materia de derechos de autor",0,0,0,0
7,"Chiapas",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,0
7,"Chiapas",91000,"Delitos en materia de propiedad industrial",0,0,0,0
7,"Chiapas",91100,"Delitos contra la salud no relacionados con narcóticos",13,45,88,29
7,"Chiapas",91200,"Encubrimiento",70,105,200,157
7,"Chiapas",91300,"Operaciones con recursos de procedencia ilícita",3,17,16,19
7,"Chiapas",91400,"Tortura",13,45,53,108
7,"Chiapas",91500,"Suplantación y usurpación de identidad",7,8,3,7
7,"Chiapas",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",0,0,0,2
7,"Chiapas",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,0,0
7,"Chiapas",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,0,0
7,"Chiapas",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",0,0,0,0
7,"Chiapas",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,0,NA
7,"Chiapas",91700,"Tratos o penas crueles, inhumanos o degradantes",0,0,0,0
7,"Chiapas",91800,"Otros delitos",140,157,120,68
7,"Chiapas",100100,"No identificado",0,0,0,NA
8,"Chihuahua",0,"Total",73151,72896,66768,73535
8,"Chihuahua",10100,"Homicidio",2213,2472,2804,2579
8,"Chihuahua",10200,"Feminicidio",44,44,30,29
8,"Chihuahua",10300,"Aborto",11,6,9,11
8,"Chihuahua",10400,"Lesiones",5701,6240,5176,5979
8,"Chihuahua",10500,"Otros delitos que atentan contra la vida y la integridad corporal",24,288,237,317
8,"Chihuahua",20100,"Privación de la libertad",266,255,293,297
8,"Chihuahua",20200,"Tráfico de menores",0,2,3,3
8,"Chihuahua",20300,"Retención o sustracción de menores e incapaces",578,382,387,387
8,"Chihuahua",20400,"Rapto",0,0,0,0
8,"Chihuahua",20500,"Desaparición forzada de personas",24,4,11,13
8,"Chihuahua",20601,"Secuestro - Secuestro extorsivo",12,23,13,14
8,"Chihuahua",20602,"Secuestro - Secuestro en calidad de rehén",1,5,0,0
8,"Chihuahua",20603,"Secuestro - Secuestro para causar daño",5,1,2,0
8,"Chihuahua",20604,"Secuestro - Secuestro exprés",3,4,4,2
8,"Chihuahua",20605,"Secuestro - Otro tipo de secuestro",0,0,0,0
8,"Chihuahua",20606,"Secuestro - No identificado",0,0,0,NA
8,"Chihuahua",20700,"Otros delitos que atentan contra la libertad personal",2,10,9,5
8,"Chihuahua",30100,"Abuso sexual",1967,1701,1300,1471
8,"Chihuahua",30200,"Acoso sexual",234,0,0,0
8,"Chihuahua",30300,"Hostigamiento sexual",163,223,162,180
8,"Chihuahua",30401,"Violación - Violación simple",1222,1061,852,919
8,"Chihuahua",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",23,19,12,7
8,"Chihuahua",30403,"Violación - Violación equiparada en contra de menores e incapaces",276,299,241,313
8,"Chihuahua",30404,"Violación - Otro tipo de violación",0,0,0,0
8,"Chihuahua",30405,"Violación - No identificado",0,0,0,NA
8,"Chihuahua",30500,"Estupro",0,10,6,11
8,"Chihuahua",30600,"Incesto",0,2,0,2
8,"Chihuahua",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",398,330,299,216
8,"Chihuahua",40101,"Robo - Robo simple",0,0,0,1752
8,"Chihuahua",40102,"Robo - Robo a casa habitación",2644,2634,2204,3243
8,"Chihuahua",40103,"Robo - Robo de vehículo",4139,4146,3892,4886
8,"Chihuahua",40104,"Robo - Robo de autopartes",665,634,624,285
8,"Chihuahua",40105,"Robo - Robo a transeúnte en vía pública",469,404,404,657
8,"Chihuahua",40106,"Robo - Robo a transeúnte en espacio abierto al público",178,146,109,162
8,"Chihuahua",40107,"Robo - Robo a persona en un lugar privado",0,0,0,0
8,"Chihuahua",40108,"Robo - Robo a transportista",20,19,34,34
8,"Chihuahua",40109,"Robo - Robo en transporte público individual",9,10,7,13
8,"Chihuahua",40110,"Robo - Robo en transporte público colectivo",3,4,4,1
8,"Chihuahua",40111,"Robo - Robo en transporte individual",30,16,20,12
8,"Chihuahua",40112,"Robo - Robo a institución bancaria",3,4,8,18
8,"Chihuahua",40113,"Robo - Robo a negocio",1946,1888,1876,2427
8,"Chihuahua",40114,"Robo - Robo de ganado",163,176,212,271
8,"Chihuahua",40115,"Robo - Robo de maquinaria",81,88,92,82
8,"Chihuahua",40116,"Robo - Robo de energía eléctrica",14,16,9,11
8,"Chihuahua",40117,"Robo - Otros robos",4576,4599,3697,3065
8,"Chihuahua",40118,"Robo - No identificado",0,0,56,NA
8,"Chihuahua",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",0,0,0,0
8,"Chihuahua",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",0,0,0,0
8,"Chihuahua",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",0,0,0,0
8,"Chihuahua",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",0,0,0,0
8,"Chihuahua",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",0,0,0,NA
8,"Chihuahua",40300,"Fraude",7568,4171,2797,3064
8,"Chihuahua",40400,"Abuso de confianza",1102,1006,810,823
8,"Chihuahua",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",454,75,52,45
8,"Chihuahua",40502,"Extorsión - Otro tipo de extorsión",6,20,16,18
8,"Chihuahua",40503,"Extorsión - No identificado",0,56,0,NA
8,"Chihuahua",40600,"Daño a la propiedad",8066,8522,7529,8308
8,"Chihuahua",40700,"Despojo",883,963,838,836
8,"Chihuahua",40800,"Otros delitos que atentan contra el patrimonio",409,291,194,371
8,"Chihuahua",50100,"Violencia familiar",13542,12998,11311,11103
8,"Chihuahua",50200,"Incumplimiento de obligaciones familiares",2117,1881,1559,1867
8,"Chihuahua",50300,"Otros delitos contra la familia",3,1,0,1
8,"Chihuahua",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",102,76,90,104
8,"Chihuahua",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",0,0,0,0
8,"Chihuahua",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",3,0,0,2
8,"Chihuahua",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,0
8,"Chihuahua",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",0,0,0,0
8,"Chihuahua",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",0,0,0,0
8,"Chihuahua",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",0,0,0,NA
8,"Chihuahua",60201,"Trata de personas - Trata de personas con fines de explotación sexual",21,10,13,27
8,"Chihuahua",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",11,5,4,10
8,"Chihuahua",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
8,"Chihuahua",60204,"Trata de personas - Trata de personas con otros fines",7,4,9,9
8,"Chihuahua",60205,"Trata de personas - No identificado",0,1,0,NA
8,"Chihuahua",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0
8,"Chihuahua",60400,"Discriminación",43,31,33,30
8,"Chihuahua",60500,"Lenocinio",0,0,0,0
8,"Chihuahua",60600,"Otros delitos contra la sociedad",0,1,0,0
8,"Chihuahua",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",3269,4974,7817,7964
8,"Chihuahua",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",269,135,194,180
8,"Chihuahua",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",0,0,0,0
8,"Chihuahua",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",0,0,0,0
8,"Chihuahua",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",0,0,0,0
8,"Chihuahua",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",0,0,0,NA
8,"Chihuahua",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",0,0,0,0
8,"Chihuahua",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",0,0,0,0
8,"Chihuahua",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",0,0,0,0
8,"Chihuahua",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",0,0,0,0
8,"Chihuahua",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",0,0,0,0
8,"Chihuahua",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",0,0,0,0
8,"Chihuahua",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",0,0,0,0
8,"Chihuahua",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",0,0,0,NA
8,"Chihuahua",70300,"Evasión de presos",3,2,9,25
8,"Chihuahua",70400,"Delitos en materia de armas y objetos prohibidos",0,0,0,0
8,"Chihuahua",70500,"Delitos de delincuencia organizada",0,0,0,2
8,"Chihuahua",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",0,0,6,67
8,"Chihuahua",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",0,0,0,12
8,"Chihuahua",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",0,0,0,1
8,"Chihuahua",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",0,0,0,0
8,"Chihuahua",70605,"Delitos en materia de armas, explosivos y otros materiales destructivos - Otros delitos en materia de armas, explosivos y otros materiales destructivos",0,0,0,2
8,"Chihuahua",70606,"Delitos en materia de armas, explosivos y otros materiales destructivos - No identificado",0,0,0,NA
8,"Chihuahua",70700,"Asociación delictuosa",0,2,1,1
8,"Chihuahua",70800,"Terrorismo",0,0,0,0
8,"Chihuahua",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",0,0,10,0
8,"Chihuahua",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",18,15,22,22
8,"Chihuahua",80102,"Delitos por hechos de corrupción - Abuso de autoridad",469,613,602,556
8,"Chihuahua",80103,"Delitos por hechos de corrupción - Cohecho",20,17,25,21
8,"Chihuahua",80104,"Delitos por hechos de corrupción - Peculado",7,20,101,57
8,"Chihuahua",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",174,659,14,625
8,"Chihuahua",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",0,0,83,0
8,"Chihuahua",80107,"Delitos por hechos de corrupción - Tráfico de influencias",8,6,57,4
8,"Chihuahua",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",100,132,771,22
8,"Chihuahua",80109,"Delitos por hechos de corrupción - No identificado",0,0,11,NA
8,"Chihuahua",80201,"Delitos contra la administración de justicia - En materia de amparo",0,0,0,0
8,"Chihuahua",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",36,2,9,99
8,"Chihuahua",80203,"Delitos contra la administración de justicia - No identificado",0,0,0,NA
8,"Chihuahua",80300,"Delitos en materia fiscal",0,0,0,0
8,"Chihuahua",80400,"Delitos electorales",17,67,0,4
8,"Chihuahua",80500,"Otros delitos contra la administración del Estado",0,0,105,0
8,"Chihuahua",90100,"Amenazas",3241,3789,3027,3761
8,"Chihuahua",90200,"Allanamiento de morada",487,1037,905,985
8,"Chihuahua",90300,"Falsedad",229,222,173,232
8,"Chihuahua",90400,"Falsificación",811,1308,877,463
8,"Chihuahua",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
8,"Chihuahua",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
8,"Chihuahua",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",12,93,29,34
8,"Chihuahua",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,0,0,5
8,"Chihuahua",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",0,0,0,12
8,"Chihuahua",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",16,9,58,9
8,"Chihuahua",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,0,NA
8,"Chihuahua",90600,"Delitos en materia de vías de comunicación y correspondencia",0,0,33,28
8,"Chihuahua",90701,"Delitos en materia de migración - Tráfico de indocumentados",0,0,0,0
8,"Chihuahua",90702,"Delitos en materia de migración - Otros delitos en materia de migración",0,0,0,0
8,"Chihuahua",90703,"Delitos en materia de migración - No identificado",0,0,0,NA
8,"Chihuahua",90800,"Delitos en materia de derechos de autor",0,0,0,0
8,"Chihuahua",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,0
8,"Chihuahua",91000,"Delitos en materia de propiedad industrial",0,0,0,0
8,"Chihuahua",91100,"Delitos contra la salud no relacionados con narcóticos",0,0,0,0
8,"Chihuahua",91200,"Encubrimiento",6,4,2,7
8,"Chihuahua",91300,"Operaciones con recursos de procedencia ilícita",1,4,1,0
8,"Chihuahua",91400,"Tortura",257,243,256,342
8,"Chihuahua",91500,"Suplantación y usurpación de identidad",12,58,0,46
8,"Chihuahua",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",0,130,0,129
8,"Chihuahua",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,0,0
8,"Chihuahua",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",89,74,50,0
8,"Chihuahua",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",167,4,40,0
